claim_id,claim,claim_label,evidences,CARDS_label
1052,"But as that upper layer warms up, the oxygen-rich waters are less likely to mix down into cooler layers of the ocean because the warm waters are less dense and do not sink as readily.",0,"[{'article': 'Anoxic event', 'entropy': 0.6931471824645996, 'evidence': 'If the high latitude waters are below 5\xa0°C (41\xa0°F), they will be dense enough to sink; as they are cool, oxygen is highly soluble in their waters, and the deep ocean will be oxygenated.', 'evidence_id': 'Anoxic event:88', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Anoxic event', 'entropy': 0.0, 'evidence': 'If high latitude waters are warmer than 5\xa0°C (41\xa0°F), their density is too low for them to sink below the cooler deep waters.', 'evidence_id': 'Anoxic event:89', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Lake ecosystem', 'entropy': 0.0, 'evidence': 'As the season progresses, the warmer air temperatures heat the surface waters, making them less dense.', 'evidence_id': 'Lake ecosystem:28', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Marine habitats', 'entropy': 0.0, 'evidence': 'Water that is saltier or cooler will be denser, and will sink in relation to the surrounding water.', 'evidence_id': 'Marine habitats:49', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sea', 'entropy': 0.6931471824645996, 'evidence': 'Warm surface currents cool as they move away from the tropics, and the water becomes denser and sinks.', 'evidence_id': 'Sea:56', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}]",3_2 Species/plants/reefs aren’t showing climate impacts/are benefiting from climate change
1055,"They do not make a definitive attribution statement, but the data are consistent with and strongly suggestive of human-driven warming as a root cause of the oxygen decline.’”",0,"[{'article': 'Climate change and ecosystems', 'entropy': 0.0, 'evidence': 'A 2005 study concludes human activity is the cause of the temperature rise and resultant changing species behaviour, and links these effects with the predictions of climate models to provide validation for them.', 'evidence_id': 'Climate change and ecosystems:32', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Climatic Research Unit email controversy', 'entropy': 0.0, 'evidence': 'They reaffirmed their 2007 position statement on climate change ""based on the large body of scientific evidence that Earth\'s climate is warming and that human activity is a contributing factor.', 'evidence_id': 'Climatic Research Unit email controversy:132', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.', 'evidence_id': 'Global warming:276', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'The scientific consensus as of 2013[update], as stated in the IPCC Fifth Assessment Report, is that it ""is extremely likely that human influence has been the dominant cause of the observed warming since the mid-20th century"".', 'evidence_id': 'Global warming:279', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.6931471824645996, 'evidence': 'He said, ""Global warming has reached a level such that we can ascribe with a high degree of confidence a cause and effect relationship between the greenhouse effect and the observed warming.""', 'evidence_id': 'Global warming:334', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}]",2_3 There’s no evidence for greenhouse effect/carbon dioxide driving climate change
1056,"Because oxygen in the global ocean is not evenly distributed, the 2 percent overall decline means there is a much larger decline in some areas of the ocean than others.",0,"[{'article': 'Effects of global warming', 'entropy': 0.0, 'evidence': 'The ocean has already lost oxygen, throughout the entire water column and oxygen minimum zones are expanding worldwide.', 'evidence_id': 'Effects of global warming:134', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Environmental issues in Thailand', 'entropy': 0.6931471824645996, 'evidence': 'The decline in income is not evenly distributed, with tropical regions hardest hit.', 'evidence_id': 'Environmental issues in Thailand:36', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Ozone depletion', 'entropy': 0.6931471824645996, 'evidence': ""Ozone depletion consists of two related events observed since the late 1970s: a steady lowering of about four percent in the total amount of ozone in Earth's atmosphere (the ozone layer), and a much larger springtime decrease in stratospheric ozone around Earth's polar regions."", 'evidence_id': 'Ozone depletion:0', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Ozone depletion', 'entropy': 0.6931471824645996, 'evidence': 'Ozone at middle latitudes has declined, but by a much smaller extent (a decrease of about 4–5 percent).', 'evidence_id': 'Ozone depletion:131', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Ozone depletion', 'entropy': 0.6931471824645996, 'evidence': 'The greatest Arctic declines are in the winter and spring, reaching up to 30 percent when the stratosphere is coldest.', 'evidence_id': 'Ozone depletion:53', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}]",3_2 Species/plants/reefs aren’t showing climate impacts/are benefiting from climate change
1057,"“Moreover, the ocean already contains so-called oxygen minimum zones, generally found in the middle depths.",0,"[{'article': 'Dead zone (ecology)', 'entropy': 0.0, 'evidence': 'Dead zones are hypoxic (low-oxygen) areas in the world\'s oceans and large lakes, caused by ""excessive nutrient pollution from human activities coupled with other factors that deplete the oxygen required to support most marine life in bottom and near-bottom water.', 'evidence_id': 'Dead zone (ecology):0', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Dead zone (ecology)', 'entropy': 0.0, 'evidence': 'These areas are also known as oxygen minimum zones (OMZ).', 'evidence_id': 'Dead zone (ecology):26', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Deep sea fish', 'entropy': 0.0, 'evidence': 'The oxygen minimum layer exists somewhere between a depth of 700m and 1000m deep depending on the place in the ocean.', 'evidence_id': 'Deep sea fish:8', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Lake', 'entropy': 0.0, 'evidence': 'The deeper layer becomes oxygen starved and can become saturated with carbon dioxide, or other gases such as sulfur dioxide if there is even a trace of volcanic activity.', 'evidence_id': 'Lake:188', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Mesopelagic zone', 'entropy': 0.0, 'evidence': 'The oxygen consumption due to respiration of most of the sinking organic matter and lack of gas exchange, often creates an oxygen minimum zone (OMZ) in the mesopelagic.', 'evidence_id': 'Mesopelagic zone:41', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",3_2 Species/plants/reefs aren’t showing climate impacts/are benefiting from climate change
1061,warmer oceans have also begun to destabilize glaciers in Greenland and Antarctica,0,"[{'article': 'Retreat of glaciers since 1850', 'entropy': 0.0, 'evidence': 'In Greenland, glacier retreat has been observed in outlet glaciers, resulting in an increase of the ice flow rate and destabilization of the mass balance of the ice sheet that is their source.', 'evidence_id': 'Retreat of glaciers since 1850:326', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': ""Some of Greenland's largest outlet glaciers, such as Jakobshavn Isbræ and Kangerlussuaq Glacier, are flowing faster into the ocean."", 'evidence_id': 'Sea level rise:120', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': 'This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers.', 'evidence_id': 'Sea level rise:3', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': 'The three main reasons warming causes global sea level to rise are: oceans expand, ice sheets lose ice faster than it forms from snowfall, and glaciers at higher altitudes also melt.', 'evidence_id': 'Sea level rise:56', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': '""A tipping point in refreezing accelerates mass loss of Greenland\'s glaciers and ice caps"".', 'evidence_id': 'Sea level rise:639', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",1_1 Ice/permafrost/snow cover isn’t melting
1065,"However, this is exactly what climate scientists have predicted for California since at least the 1980s: protracted periods of warm, dry conditions punctuated by intense wet spells, with more rain and less snow, causing both drought and floods.",0,"[{'article': 'Climate of the United Kingdom', 'entropy': 0.5623351335525513, 'evidence': 'The summer of 1976 or 2019, for example, experienced temperatures as high as 35\xa0°C (95\xa0°F), and it was so dry the country suffered drought and water shortages.', 'evidence_id': 'Climate of the United Kingdom:225', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}
 {'article': 'Effects of global warming', 'entropy': 0.5623351335525513, 'evidence': 'more intense droughts and tropical cyclones) are more uncertain.', 'evidence_id': 'Effects of global warming:79', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}
 {'article': 'Mediterranean climate', 'entropy': 0.5623351335525513, 'evidence': 'hot and dry); as a result, these communities are well suited to recover from droughts, floods, and fires.', 'evidence_id': 'Mediterranean climate:47', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}
 {'article': 'Physical impacts of climate change', 'entropy': 0.0, 'evidence': 'Between 2011 and 2014, California experienced the driest period in its recorded history and more than 100 million trees died in the drought, creating areas of dead, dry wood.', 'evidence_id': 'Physical impacts of climate change:46', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'SUPPORTS', None, 'SUPPORTS'], dtype=object)}
 {'article': 'Rain', 'entropy': 0.5623351335525513, 'evidence': 'There is also evidence that global warming is leading to increased precipitation to the eastern portions of North America, while droughts are becoming more frequent in the tropics and subtropics.', 'evidence_id': 'Rain:259', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'SUPPORTS'], dtype=object)}                                                                                                                                                                                                                                                                                                                                                                  ]","5_1 Climate-related science is unreliable/uncertain/unsound (data, methods & models)"
1066,"[…] in fact this pattern is already emerging, with the conditions that create extremely warm dry years and extremely wet years both becoming more frequent.",0,"[{'article': 'Alentejo', 'entropy': 0.0, 'evidence': 'The climate of the region is typically warm and dry for a large part of the year, with summer temperatures occasionally reaching up to 40\xa0°C (104\xa0°F), while winters are relatively mild and wet.', 'evidence_id': 'Alentejo:22', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.5623351335525513, 'evidence': 'Since the 1950s, droughts and heat waves have appeared simultaneously with increasing frequency.', 'evidence_id': 'Global warming:156', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', 'SUPPORTS', None, 'SUPPORTS'],
       dtype=object)}
 {'article': 'List of ecoregions in North America (CEC)', 'entropy': 0.0, 'evidence': 'Today the weather is generally very cold and dry with a few weeks of sun and rain in the summer.', 'evidence_id': 'List of ecoregions in North America (CEC):32', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}
 {'article': 'Physical impacts of climate change', 'entropy': 0.5623351335525513, 'evidence': 'In other words, regions which are dry at present will generally become even drier, while regions that are currently wet will generally become even wetter.', 'evidence_id': 'Physical impacts of climate change:23', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}
 {'article': 'Temperate climate', 'entropy': 0.0, 'evidence': 'In these regions winters are quite dry and summers have very heavy rainfall.', 'evidence_id': 'Temperate climate:21', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}                                                                                                                                                                                                                                              ]",1_7 Extreme weather isn’t increasing/has happened before/isn’t linked to climate change
1067,"“In an old climate, … extremely warm years were less common and snowpack was more reliable …",0,"[{'article': 'Durban', 'entropy': 0.6931471824645996, 'evidence': 'Durban has a humid subtropical climate (Köppen climate classification Cfa), with hot and humid summers and pleasantly warm and dry winters, which are snow and frost-free.', 'evidence_id': 'Durban:55', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Montreal', 'entropy': 0.6931471824645996, 'evidence': 'It has a distinct four-season continental climate with warm to hot summers and cold, snowy winters.', 'evidence_id': 'Montreal:3', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Podlaskie Voivodeship', 'entropy': 0.6931471824645996, 'evidence': 'Podlaskie has a Warm Summer Continental or Hemiboreal climate (Dfb) according to the Köppen climate classification system, which is characterized by warm temperatures during summer and long and frosty winters.', 'evidence_id': 'Podlaskie Voivodeship:28', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Taiga', 'entropy': 0.0, 'evidence': 'The taiga or boreal forest has a subarctic climate with very large temperature range between seasons, but the long and cold winter is the dominant feature.', 'evidence_id': 'Taiga:14', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Taiga', 'entropy': 0.0, 'evidence': 'The summers, while short, are generally warm and humid.', 'evidence_id': 'Taiga:23', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}                                                                                                                                                                                                                ]",2_1 It’s natural cycles/variation
1069,“There is now less sea ice on Earth than at any time on record.,0,"[{'article': 'Atlantic Ocean', 'entropy': 0.6931471824645996, 'evidence': 'From October to June the surface is usually covered with sea ice in the Labrador Sea, Denmark Strait, and Baltic Sea.', 'evidence_id': 'Atlantic Ocean:66', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Earth', 'entropy': 0.6931471824645996, 'evidence': 'This is predicted to produce changes such as the melting of glaciers and ice sheets, more extreme temperature ranges, significant changes in weather and a global rise in average sea levels.', 'evidence_id': 'Earth:316', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.6931471824645996, 'evidence': 'Global warming has led to decades of shrinking and thinning of the Arctic sea ice, making it vulnerable to atmospheric anomalies.', 'evidence_id': 'Global warming:150', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.6931471824645996, 'evidence': 'rising sea levels, shrinking Arctic sea ice).', 'evidence_id': 'Global warming:354', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Holocene', 'entropy': 0.0, 'evidence': 'However, ice melt caused world sea levels to rise about 35\xa0m (115\xa0ft) in the early part of the Holocene.', 'evidence_id': 'Holocene:33', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",1_1 Ice/permafrost/snow cover isn’t melting
1073,"The amount of summer sea ice in the Arctic has steadily declined over the past few decades because of man-made global warming, according to the National Oceanic and Atmospheric Administration.",0,"[{'article': 'Arctic', 'entropy': 0.0, 'evidence': 'The Arctic is affected by current global warming, leading to Arctic sea ice shrinkage, diminished ice in the Greenland ice sheet, and Arctic methane release as the permafrost thaws.', 'evidence_id': 'Arctic:18', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Climate change in the Arctic', 'entropy': 0.0, 'evidence': 'The effects of global warming in the Arctic, or climate change in the Arctic include rising air and water temperatures, loss of sea ice, and melting of the Greenland ice sheet with a related cold temperature anomaly, observed since the 1970s.', 'evidence_id': 'Climate change in the Arctic:0', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'Surface temperature increases are greatest in the Arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice.', 'evidence_id': 'Global warming:11', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'Global warming has led to decades of shrinking and thinning of the Arctic sea ice, making it vulnerable to atmospheric anomalies.', 'evidence_id': 'Global warming:150', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': 'The global warming observed over the past 50 years is due primarily to human-induced emissions of heat-trapping gases.', 'evidence_id': 'Scientific consensus on climate change:69', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",1_1 Ice/permafrost/snow cover isn’t melting
1075,"“At the bottom of the world, sea ice is also at all-time record low levels around Antarctica, the data center said.",2,"[{'article': 'Antarctica', 'entropy': 0.6931471824645996, 'evidence': '""A 40-y record reveals gradual Antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the Arctic"".', 'evidence_id': 'Antarctica:1046', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Antarctica', 'entropy': 0.0, 'evidence': 'If all of this ice were melted, sea levels would rise about 60\xa0m (200\xa0ft).', 'evidence_id': 'Antarctica:79', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Colonization of Mars', 'entropy': 0.0, 'evidence': 'The lowest temperature ever recorded on Earth was 180 K (−89.2\xa0°C, −128.6\xa0°F) in Antarctica.', 'evidence_id': 'Colonization of Mars:30', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Physical impacts of climate change', 'entropy': 0.6931471824645996, 'evidence': 'Sea ice extent for September for 2012 was by far the lowest on record at 3.29 million square kilometers, eclipsing the previous record low sea ice extent of 2007 by 18%.', 'evidence_id': 'Physical impacts of climate change:149', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Sea ice', 'entropy': 0.0, 'evidence': 'Arctic sea ice extent ice hit an all-time low in September 2012, when the ice was determined to cover only 24% of the Arctic Ocean, offsetting the previous low of 29% in 2007.', 'evidence_id': 'Sea ice:118', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}                                                                                                                                                                                                                                                                                                                                             ]",1_1 Ice/permafrost/snow cover isn’t melting
1077,"Antarctic ice fluctuates wildly year to year, and the link to man-made global warming there is not clear, NASA ice expert Walt Meier said.",3,"[{'article': 'Antarctica', 'entropy': 0.6931471824645996, 'evidence': 'There is evidence from one study that Antarctica is warming as a result of human carbon dioxide emissions, but this remains ambiguous.', 'evidence_id': 'Antarctica:374', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Antarctica', 'entropy': 0.6931471824645996, 'evidence': 'According to NASA, the most widespread Antarctic surface melting of the past 30 years occurred in 2005, when an area of ice comparable in size to California briefly melted and refroze; this may have resulted from temperatures rising to as high as 5\xa0°C (41\xa0°F).', 'evidence_id': 'Antarctica:381', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Earth', 'entropy': 0.0, 'evidence': 'There is a scientific consensus linking human activities to global warming due to industrial carbon dioxide emissions.', 'evidence_id': 'Earth:315', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Global warming in Antarctica', 'entropy': 0.6931471824645996, 'evidence': 'Research published in 2009 found that overall the continent had become warmer since the 1950s, a finding consistent with the influence of man-made climate change: ""We can\'t pin it down, but it certainly is consistent with the influence of greenhouse gases from fossil fuels"", said NASA scientist Drew Shindell, another study co-author.', 'evidence_id': 'Global warming in Antarctica:6', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Ozone depletion', 'entropy': 0.0, 'evidence': 'The change was attributed to increasingly cold winters in the Arctic stratosphere at an altitude of approximately 20\xa0km (12\xa0mi), a change associated with global warming in a relationship that is still under investigation.', 'evidence_id': 'Ozone depletion:312', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",1_1 Ice/permafrost/snow cover isn’t melting
1078,“[Sea ice] also helps regulate the planet’s temperature by influencing the circulation of the atmosphere and ocean.,0,"[{'article': 'Climate change (general concept)', 'entropy': 0.0, 'evidence': 'These variations can affect global average surface temperature by redistributing heat between the deep ocean and the atmosphere and/or by altering the cloud/water vapor/sea ice distribution which can affect the total energy budget of the earth.', 'evidence_id': 'Climate change (general concept):53', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Earth', 'entropy': 0.0, 'evidence': 'Ocean currents are also important factors in determining climate, particularly the thermohaline circulation that distributes thermal energy from the equatorial oceans to the polar regions.', 'evidence_id': 'Earth:183', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Ocean', 'entropy': 0.0, 'evidence': 'It plays an important role in supplying heat to the polar regions, and thus in sea ice regulation.', 'evidence_id': 'Ocean:95', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Sea ice', 'entropy': 0.0, 'evidence': 'Furthermore, the sea ice itself functions to help keep polar climates cool, since the ice exists in expansive enough amounts to maintain a cold environment.', 'evidence_id': 'Sea ice:122', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Sea ice', 'entropy': 0.0, 'evidence': 'Furthermore, sea ice affects the movement of ocean waters.', 'evidence_id': 'Sea ice:129', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}]",1_1 Ice/permafrost/snow cover isn’t melting
1079,"“ NASA concurred with NOAA, also declaring 2016 the warmest year on record in its own data set that tracks the temperatures at the surface of the planet’s land and oceans, and expressing ‘greater than 95 percent certainty’ in that conclusion.",0,"[{'article': 'Instrumental temperature record', 'entropy': 0.0, 'evidence': '""U.S. Report Confirms 2016 Was The Hottest Year On Record"".', 'evidence_id': 'Instrumental temperature record:186', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Instrumental temperature record', 'entropy': 0.0, 'evidence': 'Consistent with Schmidt\'s comment, the NASA / NOAA announcement stated that ""globally-averaged temperatures in 2016 were 1.78 degrees Fahrenheit (0.99 degrees Celsius) warmer than the mid-20th century mean"" and that the impact of El Niño warming was estimated to have ""increased the annual global temperature anomaly for 2016 by 0.2 degrees Fahrenheit (0.12 degrees Celsius).""', 'evidence_id': 'Instrumental temperature record:22', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Instrumental temperature record', 'entropy': 0.0, 'evidence': 'The global average and combined land and ocean surface temperature, show a warming of 0.85 [0.65 to 1.06] °C, in the period 1880 to 2012, based on multiple independently produced datasets.', 'evidence_id': 'Instrumental temperature record:5', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'Instrumental temperature record', 'entropy': 0.0, 'evidence': ""The Earth's average surface absolute temperature for the 1961–1990 period has been derived by spatial interpolation of average observed near-surface air temperatures from over the land, oceans and sea ice regions, with a best estimate of 14\xa0°C (57.2\xa0°F)."", 'evidence_id': 'Instrumental temperature record:55', 'evidence_label': 2, 'votes': array([None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None],
       dtype=object)}
 {'article': 'NASA', 'entropy': 0.0, 'evidence': 'Its statements concur with the global scientific consensus that the global climate is warming.', 'evidence_id': 'NASA:365', 'evidence_label': 0, 'votes': array([None, 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}]","5_1 Climate-related science is unreliable/uncertain/unsound (data, methods & models)"
